folio,ordenpersona,diaentrevista,mesentrevista,horaentrevista,minutoentrevista,sexo,parentesco,mesnacimiento,agnonacimiento,tenencialicenciaconducir,tenenciatne,tenenciatarjetaadultomayor,escolaridadcurso,escolaridadnivel,escolaridadtitulo,actividadtrabaja,actividadestudia,actividadjubilado,actividadduenacasa,actividadbuscatrabajo1vez,actividadcesante,actividadotro,actividadotro_e,ocupacionprincipal,actividadeconomica,jornadatrabajo,dondeestudia,lugartrabajocomuna,lugarestudiocomuna,realizoviaje,lugardiaregistroviaje,motivonoviaje,motivonoviaje_e,lugarcomienzodia,sector_lugariniciodia,horasalidahora,horasalidaminuto,numeroviajes,viajescaminata,numeroetapas,freqcaminata,freqprivado,freqbus,freqcolectivo,freqbicicleta,freqavion,comprascomuna,saludcomuna,saludcomunaesp,usotic,usotranspub,percepcioningresos,montoingresopersonal,tramoingresopersonal,montogastotransporte,conocimientocampana,campanadiario,campanaradio,campanatelevision,campanaafiche,campanapasacalle,campanapersonas,edad,tramoedad,ingresopersonal,factorexpansionp
10092,2,19,5,17,25,Hombre,Jefe(a) de hogar,4,1975,Licencia no profesional B,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,45.0,4,0,4,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,No,Punta Arenas,Si,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,200000,Si,No,Si,Si,No,Si,No,47,De 30 a 64 años,469500.0,"13,125"
10092,3,19,5,17,50,Mujeres,Hija o Hijo,12,2012,No,No,No aplica,4,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,2,0,2,Diario,Diario,Nunca,Nunca,Semanal,Anual,Si,No,Punta Arenas,Si,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,9,De 5 a 13 años,0.0,"12,162"
10101,1,18,5,18,30,Mujeres,Jefe(a) de hogar,2,1959,No,No,No,5,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,2,0,2,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",450000.0,Entre $395.001 y $560.000,60000,No,No,No,No,No,No,No,63,De 30 a 64 años,450000.0,"24,638"
10101,2,18,5,18,30,Hombre,Conyuge o Pareja,4,1963,Licencia no profesional B,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,2,0,2,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,No,No responde,Desconocido,No responde,60000,No,No,No,No,No,No,No,59,De 30 a 64 años,Desconocido,"21,51"
10102,1,19,5,18,5,Mujeres,Conyuge o Pareja,11,1977,No,No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,2,2,Diario,Nunca,Nunca,Mensual,Diario,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,44,De 30 a 64 años,0.0,"10,942"
10102,2,19,5,18,0,Hombre,Jefe(a) de hogar,10,2005,No,No,No aplica,2,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,No,En la direccion donde se realiza la encuesta,Por estudio,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Nunca,Nunca,Mensual,Diario,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,10000,No,No,No,No,No,No,No,16,De 14 a 18 años,0.0,"14,922"
10111,1,17,6,15,0,Hombre,Jefe(a) de hogar,6,1972,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En otra direccion,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,No responde,Desconocido,No responde,40000,No,No,No,No,No,No,No,50,De 30 a 64 años,Desconocido,"12,175"
10111,2,17,6,15,10,Mujeres,Conyuge o Pareja,1,1969,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,30.0,3,1,3,Diario,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,50000,No,No,No,No,No,No,No,53,De 30 a 64 años,0.0,"10,942"
10112,1,16,6,13,10,Hombre,Jefe(a) de hogar,10,1973,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Servicio,Jornada parcial (menos de 40hrs semanales),No aplica,Puerto natales,Desconocido,No,En otra direccion,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Nunca,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,60000,No,No,No,No,No,No,No,48,De 30 a 64 años,469500.0,"12,175"
10112,2,16,6,13,20,Mujeres,Otro familiar,6,1970,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero de empresa privada'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,2,2,2,Diario,Semanal,Nunca,Nunca,Semanal,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $1.035.001 y $1.275.000,10000,No,No,No,No,No,No,No,52,De 30 a 64 años,757500.0,"10,942"
10121,1,15,6,17,4,Mujeres,Jefe(a) de hogar,1,1983,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Salud,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,0.0,4,0,4,Semanal,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,100000,No,No,No,No,No,No,No,39,De 30 a 64 años,469500.0,"7,638"
10121,2,15,6,17,22,Hombre,Conyuge o Pareja,4,1971,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,4,0,4,Semanal,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Entre $821.001 y 1.035.000,100000,No,No,No,No,No,No,No,51,De 30 a 64 años,624500.0,"4,822"
10121,3,15,6,17,10,Hombre,Hija o Hijo,2,2006,No,No,No aplica,3,Secundarios (Media o Humanidades),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,50.0,7,3,7,Diario,Diario,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,16,De 14 a 18 años,0.0,"7,179"
10122,1,16,6,17,3,Mujeres,Jefe(a) de hogar,4,1938,No,No,No,5,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,45.0,6,6,6,Diario,Semanal,Mensual,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,5000,No,No,No,No,No,No,No,84,Mas de 65 años,245000.0,"4,115"
10131,1,16,6,18,1,Mujeres,Jefe(a) de hogar,5,1957,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,12000,Si,No,Si,No,No,No,No,65,Mas de 65 años,245000.0,"3,333"
10131,2,16,6,18,13,Hombre,Hija o Hijo,9,1986,Licencia no profesional B,No,No aplica,5,Universitarios completos,Si,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $1.275.001 y $1.726.000,60000,Si,No,Si,No,No,No,No,35,De 30 a 64 años,1088500.0,"25,808"
10131,3,16,6,18,28,Mujeres,No familiar,5,1992,No,No,No aplica,1,Universitarios incompletos,No,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,Universidad,Desconocido,Punta Arenas,No,En la direccion donde se realiza la encuesta,Por estudio,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Mensual,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,6000,Si,No,Si,No,No,No,No,30,De 30 a 64 años,0.0,"7,638"
10132,1,17,6,16,36,Mujeres,Jefe(a) de hogar,6,1961,No,No,No,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,4,4,4,Diario,Semanal,Mensual,Anual,Nunca,Nunca,Si,Si,Desconocido,No,Si,"Si, tiene ingresos",Desconocido,Menos de $245.000,10000,No,No,No,No,No,No,No,61,De 30 a 64 años,245000.0,"5,391"
10141,1,20,5,16,45,Mujeres,Jefe(a) de hogar,6,1977,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,4,0,4,Semanal,Diario,Mensual,Mensual,Nunca,Anual,Si,Si,Desconocido,No,No,No responde,Desconocido,No responde,60000,No,No,No,No,No,No,No,44,De 30 a 64 años,Desconocido,"5,103"
10141,2,20,5,16,55,Mujeres,Hija o Hijo,3,2015,No,No,No aplica,1,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,30.0,2,0,2,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,7,De 5 a 13 años,0.0,"8,135"
10141,3,20,5,17,3,Mujeres,Hija o Hijo,2,2016,No,No,No aplica,2,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,No,En la direccion donde se realiza la encuesta,Por enfermedad,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Diario,Nunca,Nunca,Nunca,Anual,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,6,De 5 a 13 años,0.0,"8,135"
10142,1,19,5,13,40,Hombre,Jefe(a) de hogar,4,1945,No,No,No,4,Profesionales,Si,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Semanal,Nunca,Nunca,Semanal,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,8000,No,No,No,No,No,No,No,77,Mas de 65 años,362500.0,"17,096"
10142,2,19,5,13,27,Mujeres,Conyuge o Pareja,3,1945,No,No,No,4,Profesionales,Si,No,No,Si,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,15.0,0.0,2,2,2,Diario,Nunca,Nunca,Mensual,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",600000.0,Entre $560.001 y $703.000,8000,No,No,No,No,No,No,No,77,Mas de 65 años,600000.0,"10,226"
10151,1,20,5,12,12,Hombre,Jefe(a) de hogar,4,1989,No,No,No aplica,2,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,No,En la direccion donde se realiza la encuesta,Por descanso,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Nunca,Nunca,Semanal,Nunca,Si,Si,Desconocido,Si,No,No responde,Desconocido,No responde,10000,No,No,No,No,No,No,No,33,De 30 a 64 años,Desconocido,"24,107"
10151,2,20,5,12,5,Hombre,No familiar,9,1990,Licencia no profesional B,No,No aplica,2,Profesionales,Si,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,9.0,30.0,2,0,2,Diario,Semanal,Nunca,Semanal,Semanal,Nunca,Si,Si,Desconocido,Si,No,No responde,Desconocido,No responde,30000,No,No,No,No,No,No,No,31,De 30 a 64 años,Desconocido,"24,107"
10152,1,7,6,13,2,Hombre,Jefe(a) de hogar,3,1972,Licencia no profesional B,No,No aplica,1,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Patron o empleador'],Industria,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,4,0,4,Semanal,Diario,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,"Si, tiene ingresos",Desconocido,Entre $703.001 y $821.000,20000,Si,No,Si,No,No,Si,No,50,De 30 a 64 años,469500.0,"13,993"
10152,2,9,6,18,10,Mujeres,Conyuge o Pareja,8,1974,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,4,3,4,Diario,Diario,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,20000,Si,No,No,No,Si,Si,No,47,De 30 a 64 años,0.0,"12,741"
10152,3,9,6,18,40,Hombre,Hija o Hijo,3,1989,Licencia no profesional B,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,5,0,5,Semanal,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $821.001 y 1.035.000,80000,No,No,No,No,No,No,No,33,De 30 a 64 años,624500.0,"29,787"
10161,1,20,5,12,33,Hombre,Jefe(a) de hogar,10,1955,"Licencia profesional A1, A2, A3, A4, A5",No,No,4,Secundarios (Media o Humanidades),Desconocido,Si,No,Si,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Otro,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,2,2,Diario,Semanal,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,No responde,Desconocido,No responde,10000,No,No,No,No,No,No,No,66,Mas de 65 años,Desconocido,"9,073"
10161,2,20,5,12,20,Mujeres,Conyuge o Pareja,4,1956,Licencia no profesional B,No,No,1,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,16.0,30.0,4,2,4,Mensual,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,No responde,Desconocido,No responde,20000,No,No,No,No,No,No,No,66,Mas de 65 años,Desconocido,"5,764"
10162,1,19,5,18,21,Hombre,Conyuge o Pareja,10,1943,No,No,No,6,Primarios (Basica o Preparatoria),Desconocido,Si,No,Si,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Otro,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,12.0,10.0,3,3,3,Diario,Nunca,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,Si,No responde,Desconocido,No responde,3000,No,No,No,No,No,No,No,78,Mas de 65 años,Desconocido,"9,073"
10162,2,19,5,18,31,Mujeres,Jefe(a) de hogar,2,1949,No,No,No,8,"Ninguno, nunca asistio",Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,30.0,4,0,4,Semanal,Nunca,Nunca,Semanal,Nunca,Nunca,Si,Si,Desconocido,No,Si,No responde,Desconocido,No responde,20000,No,No,No,No,No,No,No,73,Mas de 65 años,Desconocido,"5,764"
10171,1,20,5,14,10,Mujeres,Jefe(a) de hogar,6,1944,No,No,No,7,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,10.0,0.0,2,2,2,Diario,Semanal,Nunca,Semanal,Nunca,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,10000,No,No,No,No,No,No,No,77,Mas de 65 años,362500.0,"4,678"
10172,1,19,5,12,50,Hombre,Jefe(a) de hogar,6,1955,"Licencia profesional A1, A2, A3, A4, A5",No,No,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,6.0,30.0,4,0,4,Diario,Diario,Nunca,Nunca,Diario,Anual,Si,No,Punta Arenas,Si,No,"Si, tiene ingresos",Desconocido,Menos de $245.000,100000,No,No,No,No,No,No,No,66,Mas de 65 años,245000.0,"9,073"
10172,2,19,5,13,5,Mujeres,Conyuge o Pareja,5,1960,No,No,No,8,Primarios (Basica o Preparatoria),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,11.0,0.0,2,2,2,Diario,Nunca,Nunca,Nunca,Nunca,Anual,Si,No,Punta Arenas,Si,No,No responde,Desconocido,No responde,0,No,No,No,No,No,No,No,62,De 30 a 64 años,Desconocido,"12,027"
10181,1,3,8,19,30,Hombre,Jefe(a) de hogar,10,1972,"Licencia profesional A1, A2, A3, A4, A5",No,No aplica,8,Primarios (Basica o Preparatoria),Desconocido,Si,No,No,No,No,No,No,No aplica,['Trabajador por cuenta propia'],Servicio,Ocasional,No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,8,0,8,Diario,Diario,Nunca,Nunca,Nunca,Nunca,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,No responde,70000,Si,No,Si,No,No,No,No,49,De 30 a 64 años,Desconocido,"12,678"
10181,2,3,8,19,40,Mujeres,Conyuge o Pareja,6,1966,No,No,No aplica,2,Secundarios (Media o Humanidades),Desconocido,No,No,No,Si,No,No,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Semanal,Mensual,Mensual,Nunca,Anual,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,5000,Si,No,Si,No,No,No,No,56,De 30 a 64 años,0.0,"8,509"
10181,3,3,8,18,50,Mujeres,Hija o Hijo,1,1993,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,No,No,No,No,No,Si,No,No aplica,Desconocido,Desconocido,No aplica,No aplica,Desconocido,Desconocido,No,En la direccion donde se realiza la encuesta,Por trabajo domestico,No aplica,Desconocido,0,Desconocido,Desconocido,,0,,Diario,Mensual,Mensual,Mensual,Nunca,Anual,Si,Si,Desconocido,Si,No,No tiene ingresos,Desconocido,No responde,5000,No,No,No,No,No,No,No,29,De 19 a 29 años,0.0,"2,539"
10181,4,3,8,20,0,Mujeres,Hija o Hijo,12,1994,No,No,No aplica,4,Secundarios (Media o Humanidades),Desconocido,Si,No,No,No,No,No,No,No aplica,['Empleado u obrero del sector privado'],Comercio,Jornada completa (40 hrs o mas semanales),No aplica,Puerto natales,Desconocido,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,2,1,2,Diario,Diario,Semanal,Semanal,Semanal,Anual,Si,Si,Desconocido,Si,No,"Si, tiene ingresos",Desconocido,Entre $395.001 y $560.000,20000,No,No,No,No,No,No,No,27,De 19 a 29 años,362500.0,"2,539"
10181,5,3,8,20,10,Mujeres,Hija o Hijo,3,2013,No,No,No aplica,3,Primarios (Basica o Preparatoria),Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,"Escuela, liceo, colegio",Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,7.0,45.0,2,0,2,Diario,Diario,Mensual,Nunca,Mensual,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,9,De 5 a 13 años,0.0,775
10181,6,3,8,20,20,Mujeres,Otro familiar,4,2018,No,No,No aplica,0,Pre-basico,Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,Jardin infantil,Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,45.0,2,0,2,Semanal,Diario,Mensual,Nunca,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,4,Hasta 4 años,0.0,"0,29"
10181,7,3,8,20,30,Hombre,Otro familiar,1,2021,No,No,No aplica,0,"Ninguno, nunca asistio",Desconocido,No,Si,No,No,No,No,No,No aplica,Desconocido,Desconocido,No aplica,Jardin infantil,Desconocido,Puerto Natales,Si,Desconocido,No aplica,No aplica,En la direccion donde se realiza la encuesta,0,8.0,45.0,2,0,2,Semanal,Diario,Nunca,Mensual,Nunca,Nunca,Si,Si,Desconocido,No,No,No tiene ingresos,Desconocido,No responde,0,No,No,No,No,No,No,No,1,Hasta 4 años,0.0,"25,057"
